Unnamed: 0,total_matches,total_tournaments,total_finals,total_wins,best_rank,wins_clay,wins_grass,wins_hard,cluster,cluster_description
Ittogi T.,1.0,1.0,0.0,0.0,1511.0,0.0,0.0,0.0,1,Developing Players
Ivashka I.,156.0,72.0,1.0,75.0,42.0,13.0,12.0,50.0,1,Developing Players
Iwabuchi S.,6.0,4.0,0.0,2.0,339.0,0.0,0.0,2.0,1,Developing Players
Iwami T.,1.0,1.0,0.0,0.0,557.0,0.0,0.0,0.0,1,Developing Players
Jacquet K.,1.0,1.0,0.0,0.0,209.0,0.0,0.0,0.0,1,Developing Players
Janowicz J.,158.0,63.0,2.0,77.0,14.0,13.0,15.0,49.0,1,Developing Players
Janvier M.,6.0,5.0,0.0,0.0,190.0,0.0,0.0,0.0,1,Developing Players
Jarry N.,192.0,81.0,7.0,96.0,18.0,58.0,8.0,30.0,1,Developing Players
Jasika O.,5.0,3.0,0.0,1.0,290.0,0.0,0.0,1.0,1,Developing Players
Jaziri M.,208.0,80.0,1.0,80.0,44.0,21.0,7.0,52.0,1,Developing Players
Jelenic P.,2.0,2.0,0.0,1.0,544.0,0.0,0.0,1.0,1,Developing Players
Jenkins S.,17.0,9.0,0.0,5.0,196.0,2.0,1.0,2.0,1,Developing Players
Jeong S.Y.,1.0,1.0,0.0,0.0,332.0,0.0,0.0,0.0,1,Developing Players
Johansson J.,21.0,7.0,0.0,13.0,14.0,0.0,0.0,13.0,1,Developing Players
Johansson T.,118.0,57.0,3.0,54.0,13.0,5.0,1.0,48.0,1,Developing Players
Johnson S.,386.0,98.0,6.0,187.0,21.0,34.0,34.0,119.0,1,Developing Players
Jones A.,7.0,6.0,0.0,2.0,137.0,0.0,0.0,2.0,1,Developing Players
Jones G.,7.0,6.0,0.0,1.0,198.0,0.0,0.0,1.0,1,Developing Players
Jones G.D.,1.0,1.0,0.0,0.0,1214.0,0.0,0.0,0.0,1,Developing Players
Jorda Sanchis D.,2.0,1.0,0.0,1.0,329.0,1.0,0.0,0.0,1,Developing Players
Jouan R.,5.0,4.0,0.0,1.0,274.0,0.0,0.0,1.0,1,Developing Players
Jubb P.,9.0,6.0,0.0,3.0,201.0,0.0,3.0,0.0,1,Developing Players
Jun W.,1.0,1.0,0.0,0.0,360.0,0.0,0.0,0.0,1,Developing Players
Jun W.S.,6.0,5.0,0.0,1.0,293.0,0.0,0.0,1.0,1,Developing Players
Junaid R.,2.0,2.0,0.0,0.0,413.0,0.0,0.0,0.0,1,Developing Players
Jung J.,30.0,19.0,0.0,10.0,127.0,0.0,4.0,6.0,1,Developing Players
Junqueira D.,39.0,31.0,0.0,10.0,68.0,9.0,0.0,1.0,1,Developing Players
Kachmazov A.,9.0,6.0,0.0,4.0,252.0,0.0,0.0,4.0,1,Developing Players
Kadhe A.,4.0,2.0,0.0,0.0,392.0,0.0,0.0,0.0,1,Developing Players
Kamke T.,160.0,72.0,0.0,61.0,65.0,16.0,10.0,35.0,1,Developing Players
Karanusic R.,39.0,27.0,0.0,10.0,92.0,1.0,4.0,5.0,1,Developing Players
Karatsev A.,158.0,77.0,5.0,76.0,15.0,22.0,4.0,50.0,1,Developing Players
Karlovic I.,582.0,148.0,18.0,313.0,14.0,56.0,58.0,199.0,1,Developing Players
Karlovic I. ,1.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,1,Developing Players
Karlovskiy E.,1.0,1.0,0.0,0.0,218.0,0.0,0.0,0.0,1,Developing Players
Kasnikowski M.,1.0,1.0,0.0,0.0,194.0,0.0,0.0,0.0,1,Developing Players
Kavcic B.,112.0,62.0,0.0,35.0,71.0,16.0,2.0,17.0,1,Developing Players
Kecmanovic M.,267.0,113.0,4.0,131.0,28.0,39.0,15.0,77.0,1,Developing Players
Kendrick R.,85.0,48.0,0.0,25.0,74.0,1.0,4.0,20.0,1,Developing Players
Kern R.,3.0,1.0,0.0,0.0,392.0,0.0,0.0,0.0,1,Developing Players
Khachanov K.,444.0,101.0,9.0,255.0,8.0,66.0,22.0,167.0,1,Developing Players
Khaddari H.,1.0,1.0,0.0,0.0,513.0,0.0,0.0,0.0,1,Developing Players
Khalfan S.,1.0,1.0,0.0,0.0,1116.0,0.0,0.0,0.0,1,Developing Players
Kicker N.,45.0,31.0,0.0,18.0,86.0,14.0,0.0,4.0,1,Developing Players
Kiefer N.,131.0,57.0,3.0,80.0,11.0,18.0,8.0,54.0,1,Developing Players
Kim K,1.0,1.0,0.0,0.0,181.0,0.0,0.0,0.0,1,Developing Players
Kim K.,83.0,49.0,0.0,21.0,70.0,1.0,1.0,19.0,1,Developing Players
Kimmich M.,1.0,1.0,0.0,0.0,313.0,0.0,0.0,0.0,1,Developing Players
Kindlmann D.,10.0,8.0,0.0,1.0,162.0,1.0,0.0,0.0,1,Developing Players
King D.,12.0,8.0,0.0,3.0,168.0,0.0,0.0,3.0,1,Developing Players
King E.,4.0,4.0,0.0,1.0,347.0,0.0,0.0,1.0,1,Developing Players
King K.,7.0,6.0,0.0,1.0,304.0,0.0,0.0,1.0,1,Developing Players
King P.,4.0,4.0,0.0,1.0,360.0,0.0,0.0,1.0,1,Developing Players
King-Turner D.,5.0,2.0,0.0,0.0,263.0,0.0,0.0,0.0,1,Developing Players
Kirchheimer S.,2.0,1.0,0.0,0.0,416.0,0.0,0.0,0.0,1,Developing Players
Kirillov E.,2.0,2.0,0.0,0.0,378.0,0.0,0.0,0.0,1,Developing Players
Kirkin E.,2.0,1.0,0.0,0.0,446.0,0.0,0.0,0.0,1,Developing Players
Klaasen R.,8.0,4.0,0.0,4.0,307.0,0.0,2.0,2.0,1,Developing Players
Klahn B.,56.0,39.0,0.0,13.0,63.0,0.0,2.0,11.0,1,Developing Players
Klec I.,6.0,5.0,0.0,1.0,224.0,0.0,0.0,1.0,1,Developing Players
Klein B.,13.0,10.0,0.0,3.0,177.0,0.0,1.0,2.0,1,Developing Players
Klein L.,24.0,16.0,0.0,10.0,118.0,3.0,1.0,6.0,1,Developing Players
Klizan M.,252.0,102.0,7.0,121.0,28.0,63.0,4.0,54.0,1,Developing Players
Kloer S.,1.0,1.0,0.0,0.0,495.0,0.0,0.0,0.0,1,Developing Players
Knittel B.,5.0,4.0,0.0,1.0,187.0,1.0,0.0,0.0,1,Developing Players
Koellerer D.,45.0,28.0,0.0,17.0,36.0,10.0,0.0,7.0,1,Developing Players
Koellerer D. ,1.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,1,Developing Players
Koepfer D.,120.0,54.0,0.0,52.0,49.0,17.0,4.0,31.0,1,Developing Players
Kohlmann M.,1.0,1.0,0.0,0.0,1494.0,0.0,0.0,0.0,1,Developing Players
Kohlschreiber P.,727.0,128.0,17.0,410.0,18.0,152.0,53.0,205.0,-1,Outlier
Kohlschreiber P. ,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,1,Developing Players
Kohlschreiber P..,1.0,1.0,0.0,1.0,24.0,0.0,0.0,1.0,1,Developing Players
Kokkinakis T.,147.0,62.0,2.0,67.0,65.0,8.0,5.0,54.0,1,Developing Players
Kolar Z.,4.0,4.0,0.0,1.0,134.0,1.0,0.0,0.0,1,Developing Players
Kondo H.,1.0,1.0,0.0,0.0,589.0,0.0,0.0,0.0,1,Developing Players
Koning M.,1.0,1.0,0.0,0.0,793.0,0.0,0.0,0.0,1,Developing Players
Kontinen H.,3.0,2.0,0.0,1.0,253.0,0.0,1.0,0.0,1,Developing Players
Kopriva V.,16.0,11.0,0.0,5.0,112.0,4.0,0.0,1.0,1,Developing Players
Korda S.,191.0,73.0,8.0,116.0,18.0,23.0,16.0,77.0,1,Developing Players
Korolev E.,146.0,77.0,1.0,61.0,50.0,20.0,2.0,39.0,1,Developing Players
Korolev E. ,3.0,2.0,0.0,2.0,58.0,0.0,0.0,2.0,1,Developing Players
Korteling S.,1.0,1.0,0.0,0.0,463.0,0.0,0.0,0.0,1,Developing Players
Kosakowski D.,3.0,3.0,0.0,1.0,482.0,0.0,0.0,1.0,1,Developing Players
Kotov P.,78.0,42.0,1.0,35.0,53.0,17.0,2.0,16.0,1,Developing Players
Koubek S.,114.0,57.0,2.0,51.0,47.0,11.0,1.0,39.0,1,Developing Players
Kovacevic A.,48.0,31.0,0.0,16.0,76.0,1.0,2.0,13.0,1,Developing Players
Kovalik J.,72.0,45.0,0.0,26.0,102.0,17.0,0.0,9.0,1,Developing Players
Kozlov S.,34.0,22.0,0.0,9.0,104.0,0.0,5.0,4.0,1,Developing Players
Krajan Z.,1.0,1.0,0.0,0.0,681.0,0.0,0.0,0.0,1,Developing Players
Krajicek A.,35.0,25.0,0.0,11.0,103.0,0.0,1.0,10.0,1,Developing Players
Krajinovic F.,230.0,84.0,5.0,110.0,26.0,33.0,5.0,72.0,1,Developing Players
Kratochvil M.,1.0,1.0,0.0,0.0,1511.0,0.0,0.0,0.0,1,Developing Players
Kravchuk K.,32.0,25.0,0.0,7.0,79.0,2.0,1.0,4.0,1,Developing Players
Krawietz K.,4.0,4.0,0.0,1.0,277.0,0.0,1.0,0.0,1,Developing Players
Krstin P.,5.0,4.0,0.0,1.0,195.0,1.0,0.0,0.0,1,Developing Players
Krueger M.,30.0,15.0,0.0,8.0,140.0,0.0,1.0,7.0,1,Developing Players
Krutykh O.,3.0,3.0,0.0,0.0,188.0,0.0,0.0,0.0,1,Developing Players
Kubler J.,52.0,29.0,0.0,22.0,66.0,7.0,7.0,8.0,1,Developing Players
Kubot L.,194.0,91.0,2.0,77.0,41.0,33.0,12.0,32.0,1,Developing Players
Kucera K.,4.0,3.0,0.0,2.0,141.0,0.0,1.0,1.0,1,Developing Players
Kudla D.,201.0,77.0,0.0,70.0,56.0,6.0,26.0,38.0,1,Developing Players
Kudryavtsev A.,19.0,14.0,0.0,5.0,60.0,0.0,0.0,5.0,1,Developing Players
Kuerten G.,16.0,12.0,0.0,2.0,287.0,1.0,0.0,1.0,1,Developing Players
Kuhn N.,10.0,9.0,0.0,2.0,211.0,1.0,0.0,1.0,1,Developing Players
Kukushkin M.,336.0,122.0,4.0,137.0,40.0,25.0,14.0,98.0,1,Developing Players
Kumantsov A.,1.0,1.0,0.0,0.0,365.0,0.0,0.0,0.0,1,Developing Players
Kumar O.,5.0,2.0,0.0,2.0,385.0,0.0,0.0,2.0,1,Developing Players
Kunitsyn I.,216.0,94.0,1.0,77.0,36.0,8.0,10.0,59.0,1,Developing Players
Kunitsyn I. ,1.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,1,Developing Players
Kutac R.,1.0,1.0,0.0,0.0,638.0,0.0,0.0,0.0,1,Developing Players
Kutrovsky D.,3.0,2.0,0.0,2.0,438.0,0.0,0.0,2.0,1,Developing Players
Kuzmanov D.,11.0,6.0,0.0,2.0,189.0,1.0,0.0,1.0,1,Developing Players
Kuznetsov A.,23.0,17.0,0.0,5.0,162.0,1.0,1.0,3.0,1,Developing Players
Kuznetsov Al.,21.0,14.0,0.0,5.0,127.0,1.0,1.0,3.0,1,Developing Players
Kuznetsov An.,154.0,75.0,0.0,63.0,40.0,27.0,6.0,30.0,1,Developing Players
Kwiatkowski T.S.,7.0,6.0,0.0,0.0,206.0,0.0,0.0,0.0,1,Developing Players
Kwon S.W.,116.0,57.0,2.0,55.0,53.0,7.0,3.0,45.0,1,Developing Players
Kym J.,1.0,1.0,0.0,0.0,140.0,0.0,0.0,0.0,1,Developing Players
Kypson P.,9.0,7.0,0.0,3.0,17.0,0.0,0.0,3.0,1,Developing Players
Kyrgios N.,279.0,72.0,11.0,186.0,13.0,25.0,32.0,129.0,1,Developing Players
Laaksonen H.,96.0,48.0,0.0,34.0,84.0,18.0,0.0,16.0,1,Developing Players
Labadze I.,6.0,5.0,0.0,3.0,150.0,1.0,2.0,0.0,1,Developing Players
Lacko L.,210.0,85.0,2.0,79.0,44.0,2.0,19.0,58.0,1,Developing Players
Lajal M.,3.0,3.0,0.0,1.0,229.0,0.0,0.0,1.0,1,Developing Players
Lajola D.,1.0,1.0,0.0,0.0,719.0,0.0,0.0,0.0,1,Developing Players
Lajovic D.,405.0,130.0,3.0,177.0,23.0,105.0,5.0,67.0,1,Developing Players
Lalami Laaroussi Y.,1.0,1.0,0.0,0.0,937.0,0.0,0.0,0.0,1,Developing Players
Lama G.,4.0,4.0,0.0,0.0,289.0,0.0,0.0,0.0,1,Developing Players
Lamasine T.,9.0,9.0,0.0,3.0,182.0,2.0,0.0,1.0,1,Developing Players
Lammer M.,17.0,11.0,0.0,4.0,209.0,1.0,0.0,3.0,1,Developing Players
Lammer M. ,2.0,2.0,0.0,1.0,167.0,0.0,0.0,1.0,1,Developing Players
Landaluce M.,6.0,6.0,0.0,1.0,322.0,0.0,0.0,1.0,1,Developing Players
Langer N.,3.0,2.0,0.0,1.0,340.0,1.0,0.0,0.0,1,Developing Players
Lapentti G.,16.0,12.0,0.0,4.0,114.0,1.0,0.0,3.0,1,Developing Players
Lapentti N.,113.0,67.0,1.0,46.0,58.0,31.0,1.0,14.0,1,Developing Players
Lazarov A.,5.0,3.0,0.0,1.0,334.0,0.0,0.0,1.0,1,Developing Players
Lazov A.,1.0,1.0,0.0,0.0,438.0,0.0,0.0,0.0,1,Developing Players
Ledovskikh M.,14.0,13.0,0.0,2.0,276.0,0.0,1.0,1.0,1,Developing Players
Lee D.H.,2.0,2.0,0.0,1.0,212.0,0.0,0.0,1.0,1,Developing Players
Lee H.T.,104.0,56.0,0.0,47.0,36.0,6.0,7.0,34.0,1,Developing Players
Lee M.,3.0,3.0,0.0,1.0,252.0,0.0,1.0,0.0,1,Developing Players
Lehecka J.,115.0,63.0,3.0,63.0,23.0,13.0,5.0,45.0,1,Developing Players
Lejnieks K.,2.0,2.0,0.0,1.0,664.0,0.0,0.0,1.0,1,Developing Players
Lemke J.,1.0,1.0,0.0,0.0,456.0,0.0,0.0,0.0,1,Developing Players
Lenz J.,2.0,2.0,0.0,0.0,270.0,0.0,0.0,0.0,1,Developing Players
Leshem E.,3.0,2.0,0.0,1.0,278.0,0.0,0.0,1.0,1,Developing Players
Lestienne C.,52.0,34.0,0.0,16.0,48.0,0.0,1.0,15.0,1,Developing Players
Levine I.,1.0,1.0,0.0,0.0,426.0,0.0,0.0,0.0,1,Developing Players
Levine J.,91.0,47.0,0.0,28.0,76.0,1.0,9.0,18.0,1,Developing Players
Levy H.,10.0,9.0,0.0,1.0,160.0,0.0,0.0,1.0,1,Developing Players
Li Z.,10.0,7.0,0.0,0.0,234.0,0.0,0.0,0.0,1,Developing Players
Li Zh.,1.0,1.0,0.0,0.0,602.0,0.0,0.0,0.0,1,Developing Players
Lindahl N.,9.0,8.0,0.0,1.0,243.0,0.0,0.0,1.0,1,Developing Players
Lindell C.,10.0,4.0,0.0,2.0,177.0,2.0,0.0,0.0,1,Developing Players
Linzer M.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,1,Developing Players
Lipsky S.,1.0,1.0,0.0,0.0,1004.0,0.0,0.0,0.0,1,Developing Players
Lisnard J.,2.0,2.0,0.0,0.0,134.0,0.0,0.0,0.0,1,Developing Players
Lisnard J.R.,21.0,12.0,0.0,6.0,109.0,2.0,0.0,4.0,1,Developing Players
Ljubicic I.,352.0,87.0,18.0,223.0,3.0,49.0,18.0,156.0,1,Developing Players
Ljubicic I. ,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1,Developing Players
Llamas Ruiz P.,8.0,5.0,0.0,4.0,152.0,3.0,0.0,1.0,1,Developing Players
Llodra M.,249.0,82.0,7.0,124.0,21.0,15.0,23.0,86.0,1,Developing Players
Lock B.,1.0,1.0,0.0,0.0,346.0,0.0,0.0,0.0,1,Developing Players
Loffhagen G.,2.0,2.0,0.0,0.0,371.0,0.0,0.0,0.0,1,Developing Players
Lojda D.,1.0,1.0,0.0,0.0,169.0,0.0,0.0,0.0,1,Developing Players
Lokoli L.,8.0,8.0,0.0,0.0,173.0,0.0,0.0,0.0,1,Developing Players
Londero J.I.,82.0,42.0,2.0,34.0,50.0,29.0,1.0,4.0,1,Developing Players
Lopez F.,738.0,167.0,15.0,369.0,12.0,90.0,69.0,210.0,-1,Outlier
Lopez F. ,2.0,1.0,0.0,1.0,46.0,0.0,0.0,1.0,1,Developing Players
Lopez M.,6.0,6.0,0.0,0.0,172.0,0.0,0.0,0.0,1,Developing Players
Lopez San Martin A.,1.0,1.0,0.0,0.0,550.0,0.0,0.0,0.0,1,Developing Players
Lopez Villasenor G.,4.0,2.0,0.0,0.0,518.0,0.0,0.0,0.0,1,Developing Players
Lopez-Jaen M.A.,3.0,3.0,0.0,1.0,264.0,1.0,0.0,0.0,1,Developing Players
Lopez-Perez E.,1.0,1.0,0.0,0.0,196.0,0.0,0.0,0.0,1,Developing Players
Lorenzi P.,278.0,120.0,4.0,101.0,33.0,56.0,5.0,40.0,1,Developing Players
Lu Y.,9.0,9.0,0.0,1.0,139.0,0.0,0.0,1.0,1,Developing Players
Lu Y.H.,309.0,98.0,1.0,131.0,33.0,4.0,22.0,105.0,1,Developing Players
Luczak P.,82.0,49.0,0.0,24.0,70.0,9.0,3.0,12.0,1,Developing Players
Luczak P. ,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,1,Developing Players
Luncanu P.A.,2.0,2.0,0.0,0.0,322.0,0.0,0.0,0.0,1,Developing Players
Luque D.,1.0,1.0,0.0,0.0,596.0,0.0,0.0,0.0,1,Developing Players
Luz O.,1.0,1.0,0.0,0.0,544.0,0.0,0.0,0.0,1,Developing Players
Luzzi F.,8.0,7.0,0.0,1.0,111.0,0.0,0.0,1.0,1,Developing Players
Maamoun K.,1.0,1.0,0.0,0.0,291.0,0.0,0.0,0.0,1,Developing Players
Machac T.,71.0,39.0,1.0,39.0,25.0,10.0,1.0,28.0,1,Developing Players
Machado R.,48.0,27.0,0.0,12.0,68.0,11.0,0.0,1.0,1,Developing Players
Mackin A.,5.0,5.0,0.0,0.0,233.0,0.0,0.0,0.0,1,Developing Players
Madaras D.,2.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,1,Developing Players
Maden Y.,26.0,15.0,0.0,9.0,109.0,4.0,0.0,5.0,1,Developing Players
Maestrelli F.,1.0,1.0,0.0,0.0,186.0,0.0,0.0,0.0,1,Developing Players
Mager G.,58.0,42.0,1.0,24.0,62.0,13.0,1.0,10.0,1,Developing Players
Mahut N.,359.0,99.0,6.0,168.0,37.0,16.0,64.0,88.0,1,Developing Players
Majchrzak K.,47.0,28.0,0.0,18.0,75.0,4.0,1.0,13.0,1,Developing Players
Malisse X.,264.0,94.0,5.0,136.0,31.0,11.0,30.0,95.0,1,Developing Players
Mamiit C.,3.0,2.0,0.0,1.0,236.0,0.0,0.0,1.0,1,Developing Players
Mannarino A.,615.0,149.0,15.0,283.0,19.0,21.0,66.0,196.0,1,Developing Players
Mansouri S.,1.0,1.0,0.0,0.0,296.0,0.0,0.0,0.0,1,Developing Players
Mantilla F.,8.0,7.0,0.0,2.0,88.0,2.0,0.0,0.0,1,Developing Players
Marach O.,40.0,26.0,0.0,14.0,88.0,11.0,0.0,3.0,1,Developing Players
Marcaccio G.,4.0,3.0,0.0,2.0,406.0,2.0,0.0,0.0,1,Developing Players
Marcan D.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,1,Developing Players
Marchenko I.,125.0,68.0,0.0,44.0,50.0,3.0,5.0,36.0,1,Developing Players
Marcora R.,7.0,4.0,0.0,3.0,837.0,0.0,0.0,3.0,1,Developing Players
Marin J.A.,18.0,17.0,0.0,5.0,97.0,5.0,0.0,0.0,1,Developing Players
Marozsan F.,65.0,40.0,0.0,32.0,37.0,8.0,1.0,23.0,1,Developing Players
Marrai M.,1.0,1.0,0.0,0.0,414.0,0.0,0.0,0.0,1,Developing Players
Marray J.,2.0,2.0,0.0,0.0,263.0,0.0,0.0,0.0,1,Developing Players
Marrero D.,9.0,7.0,0.0,3.0,203.0,3.0,0.0,0.0,1,Developing Players
Marterer M.,112.0,58.0,0.0,36.0,45.0,16.0,4.0,16.0,1,Developing Players
Marti J.,13.0,10.0,0.0,2.0,170.0,1.0,1.0,0.0,1,Developing Players
Marti Y.,7.0,5.0,0.0,2.0,232.0,2.0,0.0,0.0,1,Developing Players
Martin A.,167.0,89.0,2.0,63.0,48.0,53.0,2.0,8.0,1,Developing Players
Martin A. ,1.0,1.0,0.0,0.0,119.0,0.0,0.0,0.0,1,Developing Players
Martin F.,1.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,1,Developing Players
Martineau M.,2.0,2.0,0.0,0.0,179.0,0.0,0.0,0.0,1,Developing Players
Martinez P.,152.0,78.0,3.0,65.0,39.0,42.0,2.0,21.0,1,Developing Players
Massa E.,11.0,8.0,0.0,5.0,240.0,3.0,0.0,2.0,1,Developing Players
Massu N.,166.0,78.0,5.0,74.0,30.0,54.0,0.0,20.0,1,Developing Players
Masur D.,6.0,5.0,0.0,1.0,209.0,1.0,0.0,0.0,1,Developing Players
Mathieu P.,1.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1,Developing Players
Mathieu P.H.,404.0,127.0,7.0,197.0,14.0,74.0,18.0,105.0,1,Developing Players
Mathieu P.H. ,1.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,1,Developing Players
Matosevic M.,147.0,69.0,1.0,58.0,48.0,7.0,7.0,44.0,1,Developing Players
Matsui T.,3.0,3.0,0.0,1.0,443.0,0.0,0.0,1.0,1,Developing Players
Matsukevitch D.,4.0,4.0,0.0,1.0,385.0,0.0,0.0,1.0,1,Developing Players
Mayer F.,393.0,116.0,7.0,188.0,18.0,67.0,30.0,91.0,1,Developing Players
Mayer L.,346.0,136.0,5.0,162.0,18.0,87.0,16.0,59.0,1,Developing Players
Mayer L. ,2.0,2.0,0.0,1.0,64.0,0.0,0.0,1.0,1,Developing Players
Mayot H.,19.0,15.0,0.0,7.0,116.0,1.0,1.0,5.0,1,Developing Players
Mazarakis V.,2.0,2.0,0.0,0.0,126.0,0.0,0.0,0.0,1,Developing Players
McClune M.,1.0,1.0,0.0,0.0,614.0,0.0,0.0,0.0,1,Developing Players
Mccabe J.,4.0,4.0,0.0,0.0,342.0,0.0,0.0,0.0,1,Developing Players
Mcclune M.,2.0,2.0,0.0,1.0,416.0,0.0,0.0,1.0,1,Developing Players
Mcdonald M.,220.0,101.0,1.0,98.0,37.0,8.0,17.0,73.0,1,Developing Players
Mcgee J.,3.0,3.0,0.0,0.0,194.0,0.0,0.0,0.0,1,Developing Players
Mecir M.,4.0,3.0,0.0,1.0,187.0,0.0,0.0,1.0,1,Developing Players
Medjedovic H.,32.0,19.0,1.0,14.0,107.0,7.0,1.0,6.0,1,Developing Players
Medvedev D.,481.0,100.0,37.0,342.0,1.0,36.0,44.0,262.0,3,Top Players
Medvedev D. ,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1,Developing Players
Meffert D.,12.0,9.0,0.0,4.0,162.0,1.0,1.0,2.0,1,Developing Players
Meister N.,1.0,1.0,0.0,0.0,625.0,0.0,0.0,0.0,1,Developing Players
Mejia N.,2.0,2.0,0.0,0.0,236.0,0.0,0.0,0.0,1,Developing Players
Mektic N.,8.0,6.0,0.0,1.0,312.0,1.0,0.0,0.0,1,Developing Players
Meligeni Alves F.,9.0,8.0,0.0,3.0,144.0,1.0,0.0,2.0,1,Developing Players
Meligeni Rodrigues F,2.0,2.0,0.0,0.0,224.0,0.0,0.0,0.0,1,Developing Players
Mello R.,82.0,45.0,0.0,26.0,50.0,12.0,1.0,13.0,1,Developing Players
Melzer G.,44.0,24.0,0.0,15.0,68.0,14.0,0.0,1.0,1,Developing Players
Melzer J.,470.0,132.0,10.0,241.0,8.0,87.0,27.0,127.0,1,Developing Players
Mena F.,1.0,1.0,0.0,0.0,151.0,0.0,0.0,0.0,1,Developing Players
Menendez-Maceiras A.,24.0,16.0,0.0,6.0,114.0,2.0,1.0,3.0,1,Developing Players
Menezes J.,1.0,1.0,0.0,0.0,199.0,0.0,0.0,0.0,1,Developing Players
Mensik J.,38.0,21.0,1.0,24.0,51.0,5.0,2.0,17.0,1,Developing Players
Mergea F.,2.0,2.0,0.0,1.0,277.0,0.0,1.0,0.0,1,Developing Players
Mertens Y.,3.0,3.0,0.0,1.0,208.0,0.0,0.0,1.0,1,Developing Players
Mertinak M.,6.0,5.0,0.0,2.0,135.0,0.0,2.0,0.0,1,Developing Players
Mertl J.,2.0,2.0,0.0,1.0,306.0,1.0,0.0,0.0,1,Developing Players
Mesaros K.,1.0,1.0,0.0,0.0,295.0,0.0,0.0,0.0,1,Developing Players
Michelsen A.,71.0,45.0,3.0,37.0,43.0,3.0,9.0,25.0,1,Developing Players
Michon A.,2.0,2.0,0.0,1.0,206.0,1.0,0.0,0.0,1,Developing Players
Middelkoop M.,1.0,1.0,0.0,0.0,210.0,0.0,0.0,0.0,1,Developing Players
Miedler L.,3.0,3.0,0.0,0.0,522.0,0.0,0.0,0.0,1,Developing Players
Mikrut L.,1.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,1,Developing Players
Millman J.,249.0,110.0,3.0,110.0,36.0,17.0,13.0,80.0,1,Developing Players
Millot V.,29.0,20.0,0.0,8.0,147.0,0.0,0.0,8.0,1,Developing Players
Milojevic N.,14.0,8.0,0.0,6.0,129.0,4.0,0.0,2.0,1,Developing Players
Mina G.,4.0,3.0,0.0,0.0,269.0,0.0,0.0,0.0,1,Developing Players
Minar I.,78.0,54.0,0.0,23.0,63.0,11.0,2.0,10.0,1,Developing Players
Minar J.,2.0,2.0,0.0,0.0,197.0,0.0,0.0,0.0,1,Developing Players
Mirnyi M.,92.0,51.0,0.0,36.0,25.0,8.0,8.0,20.0,1,Developing Players
Misolic F.,17.0,11.0,1.0,8.0,139.0,7.0,0.0,1.0,1,Developing Players
Mitchell B.,5.0,3.0,0.0,0.0,326.0,0.0,0.0,0.0,1,Developing Players
Mmoh M.,65.0,36.0,0.0,28.0,86.0,3.0,1.0,24.0,1,Developing Players
Mo Y.,1.0,1.0,0.0,0.0,668.0,0.0,0.0,0.0,1,Developing Players
